performance_score,avg_training_score,training_efficiency,score_per_age,previous_year_rating,award_score,recruitment_channel_sourcing,gender_m,awards_won?,department_Sales & Marketing,joining_age,length_of_service,training_frequency,region_region_2,education_Master's & above,no_of_trainings,department_Operations,age,experience_ratio,department_Procurement,is_promoted
81.0,81,40.5,3.0,1.0,0,0,0,0,0,24,3,0.5,0,0,2,0,27,0.111,0,0
201.0,67,67.0,2.03,3.0,0,0,1,0,0,28,5,0.167,0,1,1,0,33,0.152,1,0
102.0,51,51.0,1.5,2.0,0,0,1,0,1,30,4,0.2,1,0,1,0,34,0.118,0,0
50.0,50,50.0,1.852,1.0,0,0,1,0,1,23,4,0.2,0,0,1,0,27,0.148,0,0
480.0,96,96.0,2.743,5.0,0,1,1,0,0,31,4,0.2,0,1,1,0,35,0.114,0,1
236.0,59,59.0,1.553,4.0,0,1,1,0,0,29,9,0.1,0,0,1,1,38,0.237,0,0
237.0,79,79.0,2.821,3.0,0,0,1,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
147.0,49,49.0,1.225,3.0,0,0,1,0,1,31,9,0.1,0,1,1,0,40,0.225,0,0
246.0,82,82.0,2.645,3.0,0,0,1,0,0,29,2,0.333,0,1,1,0,31,0.065,0,0
150.0,50,50.0,1.562,3.0,0,0,1,0,1,25,7,0.125,0,1,1,0,32,0.219,0,0
264.0,66,66.0,1.692,4.0,0,1,0,0,0,31,8,0.111,0,1,1,0,39,0.205,1,0
183.0,61,61.0,2.033,3.0,0,1,0,0,0,26,4,0.2,0,0,1,1,30,0.133,0,0
243.0,81,40.5,2.382,3.0,0,0,1,0,0,27,7,0.25,0,0,2,0,34,0.206,0,0
225.0,75,75.0,1.744,3.0,0,0,1,0,0,38,5,0.167,0,1,1,0,43,0.116,0,0
162.0,81,81.0,2.025,2.0,0,1,1,0,0,33,7,0.125,0,1,1,0,40,0.175,0,0
290.0,58,29.0,1.812,5.0,0,1,0,0,0,28,4,0.4,1,0,2,1,32,0.125,0,0
245.0,49,49.0,1.225,5.0,0,0,1,0,1,35,5,0.167,1,1,1,0,40,0.125,0,0
220.0,55,55.0,1.486,4.0,0,1,0,0,0,30,7,0.125,1,0,1,1,37,0.189,0,0
186.0,62,62.0,2.138,3.0,0,0,0,0,0,28,1,0.5,0,0,1,1,29,0.034,0,0
249.0,83,83.0,2.677,3.0,0,0,1,0,0,24,7,0.125,1,0,1,0,31,0.226,0,1
196.0,49,49.0,1.324,4.0,0,0,1,0,0,26,11,0.083,0,1,1,0,37,0.297,0,0
212.0,53,53.0,1.039,4.0,0,1,1,0,1,36,15,0.062,1,0,1,0,51,0.294,0,0
272.0,68,68.0,1.153,4.0,0,0,0,0,0,41,18,0.053,1,0,1,0,59,0.305,1,0
252.0,84,42.0,2.4,3.0,0,0,1,0,0,31,4,0.4,0,0,2,0,35,0.114,0,0
300.0,60,30.0,2.4,5.0,0,1,1,0,0,22,3,0.5,0,0,2,0,25,0.12,0,0
200.0,50,50.0,1.429,4.0,0,0,1,0,1,26,9,0.1,0,0,1,0,35,0.257,0,0
330.0,66,66.0,1.833,5.0,0,1,1,0,0,27,9,0.1,0,1,1,1,36,0.25,0,0
150.0,50,16.667,1.786,3.0,0,0,1,0,1,27,1,1.5,0,0,3,0,28,0.036,0,1
192.0,48,48.0,1.714,4.0,0,1,1,0,1,23,5,0.167,0,0,1,0,28,0.179,0,0
415.0,83,83.0,2.306,5.0,0,0,1,0,0,31,5,0.167,0,0,1,0,36,0.139,0,0
54.0,54,18.0,1.256,1.0,0,1,1,0,1,40,3,0.75,1,0,3,0,43,0.07,0,0
196.0,49,49.0,1.324,4.0,0,0,1,0,1,32,5,0.167,0,1,1,0,37,0.135,0,0
213.0,71,71.0,2.219,3.0,0,0,1,0,0,27,5,0.167,0,1,1,0,32,0.156,1,1
204.0,68,68.0,2.267,3.0,0,1,0,0,0,29,1,0.5,0,0,1,0,30,0.033,1,0
305.0,61,20.333,2.44,5.0,0,1,1,0,0,23,2,1.0,1,0,3,1,25,0.08,0,0
255.0,85,85.0,2.742,3.0,0,0,0,0,0,26,5,0.167,1,0,1,0,31,0.161,0,1
248.0,62,62.0,1.512,4.0,0,1,0,0,0,38,3,0.25,0,0,1,1,41,0.073,0,0
184.0,46,46.0,1.278,4.0,0,0,1,0,1,32,4,0.2,0,1,1,0,36,0.111,0,0
204.0,51,51.0,1.594,4.0,0,1,0,0,1,29,3,0.25,1,0,1,0,32,0.094,0,0
192.0,64,64.0,1.208,3.0,0,0,0,0,0,33,20,0.048,0,0,1,0,53,0.377,1,0
196.0,49,49.0,1.089,4.0,0,1,1,0,1,36,9,0.1,0,1,1,0,45,0.2,0,0
147.0,49,24.5,1.441,3.0,0,1,1,0,1,25,9,0.2,0,0,2,0,34,0.265,0,0
365.0,73,73.0,2.212,5.0,0,0,1,0,0,26,7,0.125,0,1,1,0,33,0.212,1,0
138.0,46,46.0,0.767,3.0,0,0,0,0,1,26,34,0.029,1,0,1,0,60,0.567,0,0
232.0,58,58.0,1.526,4.0,0,1,1,0,0,31,7,0.125,0,0,1,1,38,0.184,0,0
320.0,64,64.0,1.524,5.0,0,1,1,0,0,31,11,0.083,0,0,1,1,42,0.262,0,0
288.0,72,72.0,1.846,4.0,0,1,1,0,0,32,7,0.125,0,0,1,0,39,0.179,1,0
189.0,63,63.0,1.4,3.0,0,1,1,0,0,40,5,0.167,0,1,1,1,45,0.111,0,0
328.0,82,82.0,2.733,4.0,0,1,1,0,0,23,7,0.125,0,0,1,0,30,0.233,0,0
237.0,79,79.0,2.633,3.0,0,0,1,0,0,27,3,0.25,0,0,1,0,30,0.1,0,0
116.0,58,58.0,2.0,2.0,0,1,0,0,0,27,2,0.333,0,0,1,0,29,0.069,0,0
315.0,63,63.0,1.75,5.0,0,1,0,0,0,34,2,0.333,0,1,1,0,36,0.056,0,1
316.0,79,79.0,1.881,4.0,0,1,1,0,0,38,4,0.2,0,1,1,0,42,0.095,0,0
390.0,78,78.0,2.053,5.0,0,0,1,0,0,33,5,0.167,1,0,1,0,38,0.132,0,1
246.0,82,82.0,2.485,3.0,0,0,0,0,0,30,3,0.25,0,0,1,0,33,0.091,0,0
132.0,44,44.0,1.692,3.0,0,0,1,0,1,23,3,0.25,0,0,1,0,26,0.115,0,0
228.0,76,76.0,2.375,3.0,0,0,0,0,0,25,7,0.125,0,0,1,1,32,0.219,0,1
312.0,78,78.0,2.6,4.0,0,0,1,0,0,25,5,0.167,0,0,1,0,30,0.167,0,0
243.0,81,27.0,2.893,3.0,0,1,1,0,0,22,6,0.429,0,0,3,0,28,0.214,0,0
320.0,64,64.0,1.882,5.0,0,0,1,0,0,26,8,0.111,0,1,1,1,34,0.235,0,1
180.0,60,60.0,1.538,3.0,0,0,1,0,0,30,9,0.1,0,1,1,0,39,0.231,0,0
138.0,69,69.0,1.605,2.0,0,0,0,0,0,38,5,0.167,0,1,1,0,43,0.116,1,0
224.0,56,56.0,2.074,4.0,0,0,1,0,1,25,2,0.333,0,0,1,0,27,0.074,0,1
260.0,52,52.0,1.405,5.0,0,0,1,0,1,33,4,0.2,0,0,1,0,37,0.108,0,0
48.0,48,48.0,1.333,1.0,0,1,1,0,1,28,8,0.111,0,0,1,0,36,0.222,0,0
183.0,61,30.5,1.794,3.0,0,1,1,0,0,30,4,0.4,0,0,2,1,34,0.118,0,0
174.0,58,29.0,2.071,3.0,0,0,1,0,0,25,3,0.5,1,0,2,0,28,0.107,0,0
53.0,53,53.0,0.883,1.0,0,0,0,0,1,47,13,0.071,1,0,1,0,60,0.217,0,0
240.0,80,26.667,2.857,3.0,0,0,1,0,0,27,1,1.5,0,0,3,0,28,0.036,0,0
144.0,48,12.0,1.846,3.0,0,1,1,0,1,25,1,2.0,0,0,4,0,26,0.038,0,0
174.0,58,29.0,1.289,3.0,0,0,1,0,0,32,13,0.143,1,1,2,0,45,0.289,0,0
228.0,57,28.5,1.239,4.0,0,0,1,0,0,31,15,0.125,1,1,2,1,46,0.326,0,0
162.0,54,54.0,2.25,3.0,0,1,0,0,1,23,1,0.5,1,0,1,0,24,0.042,0,0
153.0,51,51.0,1.159,3.0,0,0,1,0,1,27,17,0.056,0,0,1,0,44,0.386,0,0
430.0,86,86.0,2.529,5.0,0,0,1,0,0,31,3,0.25,0,1,1,0,34,0.088,0,0
304.0,76,76.0,1.9,4.0,0,0,1,0,0,36,4,0.2,0,1,1,0,40,0.1,0,0
340.0,85,85.0,2.576,4.0,0,0,1,0,0,27,6,0.143,0,1,1,0,33,0.182,0,0
305.0,61,30.5,2.259,5.0,0,1,1,0,0,25,2,0.667,0,0,2,0,27,0.074,0,1
159.0,53,53.0,1.395,3.0,0,1,1,0,1,32,6,0.143,0,1,1,0,38,0.158,0,0
243.0,81,81.0,3.115,3.0,0,0,1,0,0,24,2,0.333,0,0,1,0,26,0.077,0,0
204.0,68,68.0,1.889,3.0,0,0,1,0,0,28,8,0.111,0,0,1,0,36,0.222,1,0
186.0,62,31.0,1.632,3.0,0,0,1,0,0,34,4,0.4,0,0,2,0,38,0.105,0,0
207.0,69,34.5,3.0,3.0,0,1,0,0,0,22,1,1.0,0,0,2,0,23,0.043,1,0
210.0,70,70.0,2.059,3.0,0,1,0,0,0,27,7,0.125,1,1,1,0,34,0.206,1,0
352.0,88,88.0,2.75,4.0,0,0,1,0,0,28,4,0.2,0,1,1,0,32,0.125,0,0
295.0,59,59.0,1.311,5.0,0,1,0,0,0,39,6,0.143,0,1,1,1,45,0.133,0,0
255.0,85,42.5,2.931,3.0,85,0,1,1,0,28,1,1.0,0,0,2,0,29,0.034,0,0
144.0,48,24.0,1.655,3.0,0,0,1,0,1,23,6,0.286,1,0,2,0,29,0.207,0,0
158.0,79,79.0,1.756,2.0,0,0,0,0,0,42,3,0.25,1,0,1,0,45,0.067,0,0
240.0,48,48.0,1.067,5.0,0,0,1,0,0,27,18,0.053,0,0,1,0,45,0.4,0,0
445.0,89,89.0,2.405,5.0,0,0,1,0,0,33,4,0.2,0,0,1,0,37,0.108,0,0
150.0,50,50.0,1.087,3.0,0,1,1,0,1,31,15,0.062,0,1,1,0,46,0.326,0,0
330.0,66,66.0,2.062,5.0,0,0,0,0,0,26,6,0.143,0,1,1,0,32,0.188,1,1
356.0,89,44.5,2.405,4.0,0,0,1,0,0,30,7,0.25,0,0,2,0,37,0.189,0,0
345.0,69,34.5,2.464,5.0,0,1,1,0,0,26,2,0.667,0,0,2,0,28,0.071,1,0
252.0,63,63.0,1.909,4.0,0,0,1,0,0,29,4,0.2,0,0,1,1,33,0.121,0,0
219.0,73,73.0,1.738,3.0,0,0,0,0,0,26,16,0.059,1,0,1,0,42,0.381,1,0
280.0,70,35.0,2.0,4.0,0,0,0,0,0,27,8,0.222,0,0,2,0,35,0.229,1,0
260.0,52,52.0,1.405,5.0,0,0,0,0,1,31,6,0.143,0,1,1,0,37,0.162,0,0
348.0,87,87.0,2.636,4.0,0,0,1,0,0,24,9,0.1,0,0,1,0,33,0.273,0,0
49.0,49,24.5,1.96,1.0,0,0,0,0,1,23,2,0.667,0,0,2,0,25,0.08,0,0
156.0,52,52.0,1.268,3.0,0,0,1,0,1,37,4,0.2,0,0,1,0,41,0.098,0,0
84.0,84,42.0,1.909,1.0,0,1,1,0,0,31,13,0.143,1,0,2,0,44,0.295,0,0
118.0,59,59.0,1.903,2.0,0,1,0,0,0,26,5,0.167,0,0,1,1,31,0.161,0,0
315.0,63,63.0,1.969,5.0,0,0,1,0,0,26,6,0.143,0,0,1,1,32,0.188,0,0
198.0,66,66.0,2.276,3.0,0,0,0,0,0,28,1,0.5,0,0,1,0,29,0.034,1,0
189.0,63,63.0,1.853,3.0,0,0,1,0,0,30,4,0.2,0,1,1,0,34,0.118,1,0
147.0,49,49.0,1.75,3.0,0,0,1,0,1,27,1,0.5,0,0,1,0,28,0.036,0,0
258.0,86,86.0,2.529,3.0,0,1,1,0,0,31,3,0.25,1,1,1,0,34,0.088,0,0
73.0,73,73.0,2.281,1.0,0,0,0,0,0,27,5,0.167,0,1,1,0,32,0.156,1,0
249.0,83,83.0,3.192,3.0,0,1,1,0,0,25,1,0.5,0,0,1,0,26,0.038,0,0
240.0,80,80.0,2.286,3.0,0,0,0,0,0,32,3,0.25,0,1,1,0,35,0.086,0,0
147.0,49,16.333,1.581,3.0,0,0,1,0,1,30,1,1.5,1,0,3,0,31,0.032,0,0
300.0,60,60.0,1.875,5.0,0,0,0,0,0,28,4,0.2,0,1,1,1,32,0.125,0,0
228.0,57,57.0,2.036,4.0,0,0,1,0,0,27,1,0.5,0,0,1,1,28,0.036,0,0
186.0,62,31.0,1.216,3.0,0,1,1,0,0,40,11,0.167,0,0,2,1,51,0.216,0,0
153.0,51,51.0,1.214,3.0,0,1,1,0,1,28,14,0.067,0,1,1,0,42,0.333,0,0
76.0,76,38.0,1.727,1.0,0,0,0,0,0,38,6,0.286,1,1,2,0,44,0.136,0,0
280.0,56,56.0,1.697,5.0,0,0,1,0,1,25,8,0.111,0,1,1,0,33,0.242,0,0
192.0,48,48.0,1.655,4.0,0,0,1,0,1,25,4,0.2,0,0,1,0,29,0.138,0,0
183.0,61,30.5,1.196,3.0,0,1,1,0,0,38,13,0.143,0,0,2,1,51,0.255,0,0
215.0,43,43.0,1.103,5.0,0,0,1,0,1,32,7,0.125,0,0,1,0,39,0.179,0,0
88.0,88,88.0,2.256,1.0,0,1,1,0,0,31,8,0.111,0,1,1,0,39,0.205,0,0
177.0,59,59.0,2.458,3.0,0,0,1,0,0,22,2,0.333,1,0,1,0,24,0.083,0,0
184.0,46,46.0,1.586,4.0,0,0,1,0,1,25,4,0.2,0,0,1,0,29,0.138,0,0
252.0,84,84.0,2.1,3.0,0,0,1,0,0,32,8,0.111,0,1,1,0,40,0.2,0,0
385.0,77,77.0,2.655,5.0,0,0,1,0,0,26,3,0.25,0,0,1,0,29,0.103,0,0
435.0,87,87.0,2.417,5.0,0,0,1,0,0,25,11,0.083,0,1,1,0,36,0.306,0,0
231.0,77,25.667,2.406,3.0,0,1,1,0,0,26,6,0.429,0,0,3,0,32,0.188,0,0
344.0,86,86.0,3.308,4.0,0,0,1,0,0,24,2,0.333,0,0,1,0,26,0.077,0,0
315.0,63,63.0,2.333,5.0,0,1,0,0,0,25,2,0.333,0,0,1,1,27,0.074,0,0
147.0,49,49.0,1.69,3.0,0,0,1,0,1,25,4,0.2,0,0,1,0,29,0.138,0,0
106.0,53,53.0,1.395,2.0,0,0,0,0,0,36,2,0.333,1,1,1,0,38,0.053,0,0
180.0,60,60.0,1.429,3.0,0,0,1,0,0,38,4,0.2,0,1,1,1,42,0.095,0,0
248.0,62,62.0,1.722,4.0,0,1,0,0,0,32,4,0.2,1,0,1,0,36,0.111,0,0
222.0,74,74.0,2.312,3.0,0,1,1,0,0,27,5,0.167,1,1,1,0,32,0.156,0,0
59.0,59,59.0,1.639,1.0,0,0,0,0,0,32,4,0.2,0,1,1,1,36,0.111,0,0
201.0,67,67.0,1.426,3.0,0,1,0,0,0,44,3,0.25,0,1,1,0,47,0.064,1,0
207.0,69,69.0,1.816,3.0,0,0,1,0,0,33,5,0.167,0,0,1,0,38,0.132,1,0
350.0,70,35.0,2.414,5.0,0,1,0,0,0,27,2,0.667,0,0,2,0,29,0.069,1,0
240.0,80,80.0,2.857,3.0,0,1,1,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
280.0,56,56.0,2.154,5.0,0,0,1,0,0,24,2,0.333,0,0,1,1,26,0.077,0,0
196.0,49,24.5,1.633,4.0,0,0,1,0,0,28,2,0.667,0,0,2,0,30,0.067,0,0
168.0,56,56.0,2.154,3.0,0,1,0,0,0,24,2,0.333,0,0,1,0,26,0.077,0,0
245.0,49,49.0,1.225,5.0,0,0,0,0,1,27,13,0.071,0,0,1,0,40,0.325,0,0
325.0,65,65.0,2.097,5.0,0,0,0,0,0,26,5,0.167,0,0,1,0,31,0.161,1,0
219.0,73,73.0,2.355,3.0,0,1,1,0,0,26,5,0.167,0,1,1,0,31,0.161,1,0
150.0,50,25.0,1.471,3.0,0,1,1,0,1,32,2,0.667,0,0,2,0,34,0.059,0,0
118.0,59,59.0,1.639,2.0,0,1,0,0,0,31,5,0.167,0,1,1,1,36,0.139,0,0
69.0,69,69.0,1.568,1.0,0,1,0,0,0,37,7,0.125,1,1,1,0,44,0.159,1,0
445.0,89,89.0,2.225,5.0,0,1,1,0,0,34,6,0.143,0,1,1,0,40,0.15,0,0
60.0,60,60.0,1.154,1.0,0,0,0,0,0,40,12,0.077,1,0,1,1,52,0.231,0,0
49.0,49,24.5,1.815,1.0,0,1,0,0,1,25,2,0.667,0,0,2,0,27,0.074,0,0
300.0,60,60.0,1.622,5.0,0,0,0,0,0,28,9,0.1,0,0,1,1,37,0.243,0,0
237.0,79,79.0,2.633,3.0,0,1,1,0,0,27,3,0.25,0,0,1,0,30,0.1,0,0
345.0,69,69.0,2.091,5.0,0,0,1,0,0,25,8,0.111,1,0,1,0,33,0.242,1,0
207.0,69,69.0,2.3,3.0,0,1,1,0,0,23,7,0.125,0,0,1,0,30,0.233,1,0
216.0,72,72.0,2.182,3.0,0,1,0,0,0,26,7,0.125,0,0,1,0,33,0.212,1,0
270.0,54,54.0,1.459,5.0,0,1,1,0,0,29,8,0.111,0,0,1,1,37,0.216,0,0
183.0,61,30.5,2.179,3.0,0,1,0,0,0,27,1,1.0,0,0,2,1,28,0.036,0,0
84.0,84,84.0,2.71,1.0,0,1,1,0,0,29,2,0.333,0,0,1,0,31,0.065,0,0
180.0,60,30.0,2.0,3.0,0,0,1,0,0,28,2,0.667,0,0,2,0,30,0.067,0,0
100.0,50,50.0,1.786,2.0,0,1,1,0,1,23,5,0.167,0,0,1,0,28,0.179,0,0
420.0,84,84.0,2.8,5.0,0,1,1,0,0,25,5,0.167,0,0,1,0,30,0.167,0,0
116.0,58,58.0,1.074,2.0,0,0,0,0,0,49,5,0.167,1,0,1,1,54,0.093,0,0
183.0,61,61.0,2.179,3.0,0,0,1,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
168.0,56,28.0,2.074,3.0,0,0,1,0,0,25,2,0.667,0,0,2,0,27,0.074,0,0
204.0,68,68.0,2.345,3.0,0,0,1,0,0,22,7,0.125,0,0,1,0,29,0.241,1,0
300.0,60,60.0,1.429,5.0,0,0,1,0,0,22,20,0.048,0,0,1,1,42,0.476,0,0
372.0,93,93.0,3.444,4.0,0,0,1,0,0,23,4,0.2,0,0,1,0,27,0.148,0,0
250.0,50,50.0,1.19,5.0,0,1,1,0,1,31,11,0.083,0,1,1,0,42,0.262,0,0
183.0,61,61.0,1.525,3.0,0,1,0,0,0,35,5,0.167,1,0,1,1,40,0.125,0,0
219.0,73,36.5,2.355,3.0,0,1,0,0,0,25,6,0.286,0,0,2,0,31,0.194,1,0
390.0,78,78.0,2.294,5.0,0,0,1,0,0,27,7,0.125,0,0,1,0,34,0.206,0,0
250.0,50,50.0,1.471,5.0,0,1,1,0,0,27,7,0.125,0,0,1,0,34,0.206,0,0
316.0,79,79.0,2.724,4.0,0,1,1,0,0,27,2,0.333,0,0,1,0,29,0.069,0,0
201.0,67,67.0,2.094,3.0,0,0,0,0,0,27,5,0.167,0,1,1,0,32,0.156,1,0
195.0,65,65.0,2.167,3.0,0,1,1,0,0,29,1,0.5,0,0,1,0,30,0.033,1,0
249.0,83,83.0,1.886,3.0,0,1,1,0,0,40,4,0.2,1,0,1,0,44,0.091,0,0
180.0,60,60.0,1.622,3.0,0,0,1,0,0,30,7,0.125,0,1,1,1,37,0.189,0,0
49.0,49,49.0,1.021,1.0,0,1,1,0,1,44,4,0.2,0,0,1,0,48,0.083,0,0
48.0,48,48.0,0.98,1.0,0,0,1,0,1,44,5,0.167,0,0,1,0,49,0.102,0,0
234.0,78,78.0,2.516,3.0,0,0,1,0,0,27,4,0.2,0,0,1,0,31,0.129,0,0
246.0,82,41.0,1.608,3.0,0,0,1,0,0,44,7,0.25,1,1,2,0,51,0.137,0,0
332.0,83,83.0,1.844,4.0,0,1,1,0,0,40,5,0.167,1,1,1,0,45,0.111,0,0
189.0,63,63.0,2.333,3.0,0,0,1,0,0,26,1,0.5,0,0,1,1,27,0.037,0,0
153.0,51,25.5,0.944,3.0,0,0,1,0,1,37,17,0.111,1,0,2,0,54,0.315,0,0
425.0,85,85.0,2.931,5.0,0,1,1,0,0,25,4,0.2,1,0,1,0,29,0.138,0,1
264.0,88,88.0,1.956,3.0,0,0,1,0,0,42,3,0.25,1,1,1,0,45,0.067,0,0
410.0,82,82.0,2.828,5.0,0,0,1,0,0,23,6,0.143,0,0,1,0,29,0.207,0,0
200.0,50,50.0,0.926,4.0,0,1,1,0,1,43,11,0.083,1,1,1,0,54,0.204,0,0
135.0,45,45.0,1.364,3.0,0,1,1,0,1,31,2,0.333,0,0,1,0,33,0.061,0,0
172.0,86,86.0,3.071,2.0,0,1,0,0,0,21,7,0.125,0,0,1,0,28,0.25,1,1
189.0,63,63.0,2.52,3.0,0,0,0,0,0,24,1,0.5,0,0,1,1,25,0.04,0,0
225.0,75,75.0,1.596,3.0,0,0,1,0,0,28,19,0.05,0,0,1,0,47,0.404,0,0
250.0,50,50.0,1.282,5.0,0,1,1,0,1,30,9,0.1,0,1,1,0,39,0.231,0,0
86.0,86,86.0,2.867,1.0,0,1,1,0,0,26,4,0.2,0,0,1,0,30,0.133,0,0
245.0,49,49.0,1.581,5.0,0,0,0,0,1,29,2,0.333,1,0,1,0,31,0.065,0,0
232.0,58,58.0,1.055,4.0,0,0,1,0,0,46,9,0.1,0,1,1,1,55,0.164,0,0
195.0,65,65.0,1.226,3.0,0,0,0,0,0,40,13,0.071,1,0,1,0,53,0.245,1,0
260.0,65,65.0,2.241,4.0,0,0,0,0,0,25,4,0.2,0,0,1,1,29,0.138,0,0
425.0,85,42.5,2.429,5.0,0,0,0,0,0,31,4,0.4,1,0,2,0,35,0.114,0,0
174.0,58,58.0,1.349,3.0,0,1,0,0,0,28,15,0.062,1,0,1,1,43,0.349,0,0
118.0,59,59.0,1.341,2.0,0,0,1,0,0,29,15,0.062,0,0,1,1,44,0.341,0,0
177.0,59,59.0,2.034,3.0,0,0,0,0,0,25,4,0.2,0,0,1,1,29,0.138,0,0
255.0,51,17.0,1.457,5.0,0,0,0,0,1,28,7,0.375,0,1,3,0,35,0.2,0,0
176.0,88,44.0,2.933,2.0,0,1,1,0,0,28,2,0.667,0,0,2,0,30,0.067,0,0
219.0,73,18.25,1.973,3.0,0,1,1,0,0,27,10,0.364,0,1,4,0,37,0.27,1,0
249.0,83,83.0,2.862,3.0,0,0,1,0,0,28,1,0.5,0,0,1,0,29,0.034,0,0
265.0,53,53.0,1.963,5.0,0,1,0,0,1,23,4,0.2,0,0,1,0,27,0.148,0,0
248.0,62,62.0,1.632,4.0,0,0,1,0,0,34,4,0.2,0,1,1,1,38,0.105,0,0
153.0,51,51.0,1.5,3.0,0,1,1,0,1,30,4,0.2,0,0,1,0,34,0.118,0,0
296.0,74,74.0,2.242,4.0,0,0,0,0,0,27,6,0.143,0,1,1,0,33,0.182,0,0
305.0,61,61.0,1.173,5.0,0,1,1,0,0,34,18,0.053,1,0,1,1,52,0.346,0,0
212.0,53,53.0,1.559,4.0,0,0,1,0,1,24,10,0.091,0,0,1,0,34,0.294,0,0
240.0,48,48.0,1.333,5.0,0,0,0,0,1,31,5,0.167,0,0,1,0,36,0.139,0,0
165.0,55,55.0,1.528,3.0,0,0,1,0,1,26,10,0.091,0,0,1,0,36,0.278,0,0
192.0,48,48.0,1.846,4.0,0,1,1,0,1,25,1,0.5,0,0,1,0,26,0.038,0,0
249.0,83,41.5,2.767,3.0,0,1,1,0,0,29,1,1.0,0,0,2,0,30,0.033,0,0
336.0,84,84.0,3.231,4.0,0,1,0,0,0,23,3,0.25,0,0,1,0,26,0.115,0,1
171.0,57,57.0,1.583,3.0,0,0,1,0,0,33,3,0.25,0,1,1,1,36,0.083,0,0
252.0,84,84.0,2.8,3.0,0,1,1,0,0,29,1,0.5,0,0,1,0,30,0.033,0,0
246.0,82,41.0,2.05,3.0,0,0,1,0,0,35,5,0.333,1,0,2,0,40,0.125,0,0
186.0,62,31.0,1.033,3.0,0,1,1,0,0,30,30,0.065,1,0,2,1,60,0.5,0,0
208.0,52,52.0,1.857,4.0,0,0,1,0,1,26,2,0.333,0,0,1,0,28,0.071,0,0
158.0,79,39.5,2.548,2.0,0,0,1,0,0,24,7,0.25,1,0,2,0,31,0.226,0,0
50.0,50,50.0,1.667,1.0,0,0,1,0,1,23,7,0.125,0,0,1,0,30,0.233,0,0
210.0,70,70.0,1.591,3.0,0,0,0,0,0,42,2,0.333,1,0,1,0,44,0.045,1,0
345.0,69,69.0,1.19,5.0,0,0,0,0,0,31,27,0.036,1,0,1,0,58,0.466,1,0
49.0,49,49.0,1.225,1.0,0,0,1,0,1,37,3,0.25,0,0,1,0,40,0.075,0,0
234.0,78,78.0,2.889,3.0,0,1,0,0,0,26,1,0.5,0,0,1,0,27,0.037,0,0
159.0,53,53.0,2.409,3.0,0,0,1,0,1,21,1,0.5,1,0,1,0,22,0.045,0,0
240.0,48,48.0,1.412,5.0,0,0,1,0,1,26,8,0.111,0,0,1,0,34,0.235,0,0
237.0,79,79.0,1.681,3.0,0,1,1,0,0,29,18,0.053,0,1,1,0,47,0.383,0,0
305.0,61,61.0,1.649,5.0,0,0,1,0,0,27,10,0.091,0,1,1,1,37,0.27,0,0
295.0,59,59.0,1.405,5.0,0,1,1,0,0,30,12,0.077,0,1,1,1,42,0.286,0,0
243.0,81,81.0,2.382,3.0,0,0,1,0,0,27,7,0.125,0,0,1,0,34,0.206,0,0
213.0,71,71.0,1.543,3.0,0,1,0,0,0,29,17,0.056,0,1,1,0,46,0.37,1,0
177.0,59,59.0,2.034,3.0,0,0,1,0,0,24,5,0.167,0,0,1,0,29,0.172,0,0
243.0,81,81.0,2.077,3.0,0,0,1,0,0,34,5,0.167,0,0,1,0,39,0.128,0,0
180.0,60,30.0,2.0,3.0,0,0,1,0,0,27,3,0.5,0,0,2,0,30,0.1,0,1
220.0,55,55.0,1.618,4.0,0,0,1,0,0,26,8,0.111,0,0,1,1,34,0.235,0,0
261.0,87,87.0,2.9,3.0,0,0,0,0,0,26,4,0.2,0,0,1,0,30,0.133,0,0
240.0,60,60.0,1.622,4.0,0,1,1,0,0,32,5,0.167,0,0,1,1,37,0.135,0,0
364.0,91,45.5,2.935,4.0,0,1,1,0,0,29,2,0.667,0,0,2,0,31,0.065,0,1
186.0,62,62.0,1.879,3.0,0,0,1,0,0,26,7,0.125,0,1,1,0,33,0.212,0,0
244.0,61,61.0,1.419,4.0,0,1,1,0,0,37,6,0.143,1,1,1,1,43,0.14,0,0
415.0,83,83.0,1.596,5.0,0,0,0,0,0,33,19,0.05,0,1,1,0,52,0.365,1,1
316.0,79,79.0,2.548,4.0,0,0,1,0,0,25,6,0.143,1,0,1,0,31,0.194,0,0
212.0,53,53.0,1.893,4.0,0,1,1,0,1,26,2,0.333,0,0,1,0,28,0.071,0,0
248.0,62,62.0,1.879,4.0,0,1,1,0,0,27,6,0.143,0,1,1,1,33,0.182,0,0
141.0,47,47.0,1.516,3.0,0,1,1,0,1,30,1,0.5,0,0,1,0,31,0.032,0,0
340.0,68,68.0,2.194,5.0,0,1,1,0,1,29,2,0.333,0,0,1,0,31,0.065,0,1
255.0,85,42.5,2.073,3.0,0,0,1,0,0,34,7,0.25,0,0,2,0,41,0.171,0,0
61.0,61,61.0,1.196,1.0,0,1,0,0,0,29,22,0.043,1,0,1,1,51,0.431,0,0
147.0,49,49.0,1.256,3.0,0,0,1,0,1,25,14,0.067,0,1,1,0,39,0.359,0,0
